;;;;;;;;;;;;;;;;
6;Nr sklepu;Miasto;Kod pocztowy;Ulica;;Data dostawy;Data monta?u;Nr zamówienia;CSP;Wykonawca;;Nr Maszyny;;;;
Koszalin;1612;Kolobrzeg;78-100;ul. Tarnowskiego 3;;01.02.2023;06.02.2023;PO22/31623;B/321612000122;Dawid;OK;23100338;54,175650;15,583420;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;1963;Nysa;48-303;ul. Prusa 9A;;13.02.2023;17.02.2023;PO22/30211;B/321963000122;Wiesiek;OK;23100553;50,473790;17,334370;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;5315;Frampol;23-440;ul. Bilgorajska 1F;;13.02.2023;17.02.2023;PO22/32113;B/325315000122;Jacek;OK;23100501;50,672000;22,670000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubartów;2314;Lublin;20-400;ul. Jana Sawy 1A;;13.02.2023;17.02.2023;PO22/32112;B/322314000122;Jacek;OK;23100497;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubartów;3714;Lublin;20-447;ul. Diamentowa 19I-H;;13.02.2023;17.02.2023;PO23/01128;B/323714000122;Jacek;OK;23100513;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wyszków;7275;Ciechanów;06-400;Sonska;;14.02.2023;14.02.2023;PO23/00452;B/317275000122;Grzegorz;OK;23100490;52,881000;20,620000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;7632;Wroc?aw;53-022;Mici?skiego;;13.02.2023;18.02.2023;PO22/28072;B/317632000122;Wiesiek;OK;23100500;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;1724;Wroclaw;53-022;ul. Ksiedza Wawrzyniaka 2;;13.02.2023;;PO22/30215;B/321724000123;Wiesiek;FV na Walce 7100;23100543;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;3533;Legionowo;05-120;ul. Sowinskiego 2;;;22.02.2023;PO23/00386;B/323533000123;Grzegorz;OK;23100546;52,401490;20,926640;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;4719;Bydgoszcz;85-438;ul. Grunwaldzka 284;;28.02.2023;06.03.2023;PO22/29470;B/324719000122;Karol;OK;23100575;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;4616;Olsztyn;10-687;ul. Pstrowskiego 26;;06.03.2023;10.03.2023;PO23/00949;B/324616000222;?ukasz;OK;23100856;53,778000;20,480000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudzi?dz;3547;Grudziadz;86-300;ul. Mieszka I 3;;13.02.2023;20.02.2023;PO22/26924;B/323547000222;Karol;OK;23100547;53,484110;18,753660;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;2553;?wiecie;86-100;o?. Sikorskiego 2;;03.03.2023;06.03.2023;PO23/01357;B/322553000123;Karol;OK;23100818;53,409530;18,447420;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;4202;Katowice;40-282;ul.Paderewskiego 35;;28.02.2023;06.03.2023;NUMER ZAMÓWIENIA Z SOSNOWCA;;Martin;OK;23100777;50,258410;19,027540;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;5258;Bydgoszcz;85-310;?wirki i Wigury 11c;;28.02.2023;06.03.2023;PO22/29476;B/325258000122;Karol;OK;23100713;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;5450;Czchów;32-860;ul. Krakowska 24;;28.02.2023;03.03.2023;PO22/30238;B/325450000122;Zenek;OK;23100717;49,838000;20,676000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;4625;Miejsce Piastowe;38-430;ul. Handlowa 4;;28.02.2023;03.03.2023;PO22/30517;B/324625000122;Zenek;OK;23100750;49,633000;21,787000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;5299;Jas?o;38-200;ul. Mickiewicza 108;;28.02.2023;03.03.2023;PO22/30236;B/325299000123;Zenek;OK;23100569;49,745000;21,472000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;4957;Rzeszów;35-312;ul. Strazacka 27E;;03.03.2023;09.03.2023;PO22/30519;B/324957000122;Zenek;OK;23100609;50,041320;21,999010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;5588;Zabrze;41-800;ul. Wolnosci 273;;08.03.2023;10.03.2023;PO23/01426;B/325588000123;Martin;OK;23100923;50,324920;18,785760;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5285;Warszawa;00-832;ul. Zelazna 32;;07.03.2023;06.03.2023;PO23/02436;B/325285000122;Grzegorz;OK;23100903;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4456;Warszawa;;ul. Grzybowska 61;;07.03.2023;20.03.2023;PO23/06276;B/324456000222;Grzegorz;OK;23100893;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;4509;Koszalin;75-072;ul. Poltawska 6A;;02.03.2023;02.03.2023;PO23/02283;B/35KOSZ000123;Dawid;OK;23100573;54,194380;16,172220;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4215;Warszawa;01-479;ul. Lazurowa;;07.03.2023;10.03.2023;;;Grzegorz;OK;23100895;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;5300;Kraków;;ul. Zygmunta Milkowskiego 3/4;;24.02.2023;28.02.2023;PO23/02656;B/325300000122;IREK;OK;23100549;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;2437;Tarnowskie Góry;;Legionów 3;;;22.03.2023;PO23/01571;;Martin;OK;23100938;50,445480;18,861470;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;5430;Tarnowskie Góry;42-612;Ul. Janasa 33;;;22.03.2023;PO23/02602;B/325430000122;Martin;OK;23100971;50,445480;18,861470;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;7410;Kedzierzyn Kozle;47-224;Kozielska;;17.03.2023;22.03.2023;PO22/31295;B/387410000122;Martin;OK;23100993;50,350000;18,226000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda Slaska;7293;K?dzierzyn Ko?le;57-220;Mi?a;;;22.03.2023;PO22/31962;B/387293000122;Martin;OK;23100970;50,350000;18,226000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;2110;Wroc?aw;;Kie?czowska 66D;;;22.03.2023;PO23/04388;B/322110000123;Wiesiek;OK;23100964;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;1430;Ostróda;14-100;ul. Grunwaldzka41;;;22.03.2023;PO23/01137;B/321430000122;?ukasz;OK;23100991;53,696710;19,964860;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;2217;Braniewo;;ul. Pi?sudskiego 1;;;20.03.2023;PO23/00771;B/322217000122;Micha?;OK;23100990;54,379710;19,819590;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;B4368;Warszawa;02-449;Ul.Plastyczna 10;;;;;;;;21100993;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;3527;Elk;;ul. Kilinskiego 47;;;;PO23/05891;B/323527000123;Grzegrz;OK;23101060;53,828240;22,364690;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4652;Warszawa;;ul. Przekorna 52;;;30.03.2023;PO23/08837;B/324652000122;Grzegorz;OK;23101028;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;2005;Ciechanów;;ul. Tatarska 1;;;27.03.2023;PO23/07527;B/322005000123;Grzegorz;OK;23100974;52,881000;20,620000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;2152;Radom;26-612;Marato?ska 28;;;27.03.2023;PO23/03706;B/322152000123;Grzegorz;OK;23100954;51,402530;21,147140;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;B4973;Kraków;30-740;ul. Pó??anki;;;27.03.2023;PO23/03955;B/324973000123;IREK;OK;23101070;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;B3206;Zabierzów;32-080;ul. Krakowska 232;;;24.03.2023;PO23/06306;B/323206000123;IREK;OK;23101078;50,116000;19,800000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sosnowiec;2399;Chelmek;;(ul. Krakowska 20D;;;;PO23/02912;B/322399000123;Martin;Ok;23101124;50,101000;19,248000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sosnowiec;5297;Tymbark;34-650;jowej 657;;;27.03.2023;PO23/03770;B/325297000123;Irek;OK;23101129;49,729000;20,325000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;3828;Muszyna;33-370;ul. Kity;;;27.03.2023;PO23/03773;B/323828000123;Irek;OK;23101066;49,356000;20,897000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;4644;?ód?;91-030;ul. Woronicza 1;;19.01.2023;23.01.2023;PO22/23411;B/324644000122;Grzesiek 6;OK;23100125;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5103;?ód?;91-497;ul. Sikorskiego 12;;19.01.2023;23.01.2023;PO22/23436;B/325103000122;Grzesiek 5;OK;23100118;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;7566;Konin;62-510;Pozna?ska;;19.01.2023;23.01.2023;PO22/28857;B/317566000222;Grzesiek 7;OK;23100103;52,223380;18,251210;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;3103;Katowice;;Ul. Ulanska 10;;;;PO23/02909;B/323103000123;Martin;OK;23101108;50,258410;19,027540;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;3724;Kórnik;;Wozniaka;;;23.03.2023;PO23/06271;;Eltech;OK;23100978;52,247000;17,089000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;2710;K?pno;63-600;ul. Solidarno?ci 13;;;24.03.2023;PO23/01727;B/322710000122;Wiesiek;OK;23101025;51,279000;17,989000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;2545;Ostrzeszów;63-500;ul. Zamkowa 52;;;24.03.2023;PO23/02288;B/322545000123;Wiesiek;OK;23101013;51,426000;17,932000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;7435;S?upia;;S?upia;;3500;27.02.2023;PO23/04302;B/317435000122;Zenek;OK;23101049;50,602000;20,140000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;2793;G?ogów Ma?opolski;36-060; ul. Pi?sudskiego 24;;;23.02.2023;PO23/03771;B/322793000123;Zenek;OK;23101107;50,151000;21,962000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudziadz;2327;Solec Kujawski;;ul. Powstanców 7;;;;PO23/03622;B/322327000223;Karol;OK;23101134;53,083710;18,225720;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;5358;Olsztyn;;ul. Barczewskiego 1;;;;PO23/04906;B/325358000122;?ukasz;OK;23101036;53,778000;20,480000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudzi?dz;1873;Olsztyn;;Sielska 12;;;08.03.2023;PO23/05539;B/321873000123;?ukasz;OK;23101056;53,778000;20,480000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;3761;K?odzko;57-300;?l?ska 19;;14.04.2023;;PO23/07937;B/383761000221;Wiesiek;OK;23101207;50,434880;16,661450;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;4533;Chorzów;41-500;?w Piotra 14;;17.04.2023;;PO23/05392;B/324533000122;Martin;OK;23101282;50,305820;18,974200;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;4989;Mielno;76-032;ul. B. Chrobrego 241/2;;14.04.2023;19.04.2023;PO23/09773;B/324989000123;Dawid;OK;23101227;54,260000;16,062000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lublin;4835;Nowogrodziec;59-730;Ul. Asnyka 62;;17.04.2023;28.03.2023;PO23/04199;B/324835000123;Wiesiek;OK;23101303;51,197000;15,398000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudzi?dz;1226/4489;Grudzi?dz/Osielsko;86-031;?niadeckich 68 /Zio?owa 2;;14.04.2023;;PO23/01359;B/321226000122;Karol;OK;23101065;53,484110;18,753660;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;6490;O?wi?cim;32-600;Leszczy?skiej;;14.04.2023;21.03.2023;PO23/08083;B/316490000120;Martin;OK;23101208;50,034370;19,210370;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;4504;Kraków;30-384;Drukarska;;17.04.2023;;PO23/08099;B/324504000123;Irek;OK;23101251;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;5303;Wierzchoslawice;28-400;Wierzchoslawice 871;;17.04.2023;13.03.2023;PO23/02339;B/325303000122;Irek;OK;23101301;50,025000;20,856000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;5206;Wroclaw;50-083;Konstytucji 3 Maja 3;;17.04.2023;;PO23/07887;B/325206000122;Wiesiek;OK;23101273;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;4049;Kielce;25-411;ul. Szydlówek Górny 10;;17.04.2023;;PO23/10552;B/324049000122;Andrzej;OK;23101248;50,870330;20,627520;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;5184;Zamo??;22-400;ul. Sadowa 8;;17.04.2023;;PO23/04216;B/325184000123;Jacek;OK;23101279;50,723140;23,251960;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;7350;Dzierzoniów;58-200;Prochowa 9;;25.04.2023;;PO23/10787;B/387350000122;Wiesiek;OK;23101339;50,729000;16,651000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubartów;7673;Lublin;20-400;Okopowa 3;;21.04.2023;;PO23/03254;B/317673000122;Jacek;OK;23101266;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda Slaska;4860;Drogomysl;43-424;ul. Glówna 2;;21.04.2023;;*10549*;B/324860000122;Martin;OK;23101326;49,870000;18,757000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;3659;Pinczów;28-400;ul. Batalionów Chlopskich 52;;17.04.2023;06.03.2023;PO23/02340;B/323659000123;Irek;OK;23101240;50,521000;20,526000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Kraków;4974;Kraków;31-590;So?tysowska;;POWRÓT DO JAC;17.04.2023;;;;;23101252;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;4974;Kraków;31-589;So?tysowska;;17.04.2023;;PO23/08101;B/324974000123;Irek;OK;23101351;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;2327;Solec;86-050;ul. Powsta?ców 7;;;31.03.2023;PO23/03622;B/322327000223;Karol;OK;23101134;53,083710;18,225720;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Ruda Slaska;4588;Zabrze;41-800;Wolno?ci 88;;21.04.2023;;PO23/05389;B/324588000122;Martin;OK;23101258;50,324920;18,785760;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;1083;Siemiatycze;17-300;11 listopada 45;;17.04.2023;;PO23/04732;B/321083000123;Grzegorz;OK;23101277;52,427000;22,862000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;1947;Zielona Góra;;ul. Kozuchowska 8;;;18.03.2023;PO23/04130;B/321947000123;Eltech;OK;23101091;51,935480;15,506430;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2513;Rymanów;38-481;ul. Bieleckiego 17a;;17.04.2023;20.03.2023;PO23/02343;B/322513000123;Zenek;OK;23101250;49,660830;21,778790;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda Slaska;3597;?aziska Górne;43-173;Dworcowa 38;;21.04.2023;;PO23/05398;B/323597000122;Martin;OK;23101338;50,149520;18,842150;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;4656;Zbros?awice;42-674;Wolno?ci 100A;;21.04.2023;;PO23/05383;B/324656000122;Martin;OK;23101270;50,445480;18,861470;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda Slaska;4903;Zabrze;41-811;Legnicka 31;;21.04.2023;;PO23/05375;B/324903000123;Martin;OK;23101264;50,324920;18,785760;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;5061;Inowroc?aw;88-100;ul. B?a?ka 11;;21.04.2023;27.03.2023;PO23/03648;B/325061000223;Karol;OK;23101344;52,798860;18,263870;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;7516;Opatów;27-500;1 maja;;14.04.2023;;PO23/03253;B/317516000122;Zenek;OK;23101231;50,802000;21,425000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;7349;Be?chatów;Bawe?niana;Bawe?niana;;;;PO23/04353;B/387349000122;Grzegorz;OK;23101354;51,368000;19,356000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Warszawa;5510;Warszawa;;ul. Pulawska 111B;;;;PO23/11761;B/325510000123;Grzegorz;OK;23101216;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5537;Warszawa;00-876;ul. Ogrodowa 58;;;15.05.2023;PO23/10244;B/325537000123;Grzegorz;OK;23101350;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;2375;Wroclaw;51-315;ul. Zelazna 54-56/1;;22.05.2023;26.05.2023;PO23/12954;B/322375000123;Wiesiek;OK;23101713;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;7288;Wieliszew;;Modlinska;;;26.05.2023;PO23/13801;B/317288000121;Grzegorz;OK;23101690;52,451000;20,968000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudziadz;4261;Bydgoszcz;85-504;ul. Saperów 45/5;;22.05.2023;28.05.2023;PO23/11122;B/324261000123;Karol;OK;23101496;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudziadz;2150;Grudziadz;86-302;ul. Chelminska 44/46;;22.05.2023;29.05.2023;PO23/11310;B/322150000123;Karol;OK;23101516;53,484110;18,753660;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;4324;Zabkowice Slaskie;57-200;ul. Piastowska 18;;;29.05.2023;PO23/09016;B/324324000122;Wiesiek;OK;23101712;50,589690;16,812390;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2946;Przemy?l;37-700;ul. Focha 2a;;22.05.2023;24.05.2023;PO23/11673;B/322946000123;Zenek;OK;23101701;49,783000;22,767000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;5383;Sieiwerz;;ul Pi?sudkiego;;30.05.2023;01.06.2023;PO23/14444;"B/325383000123 
";Martin;OK;23101829;50,258400;18,856320;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Warszawa;5582;Warszawa;;ul, Podskarbinska 4;;01.06.2023;01.06.2023;PO23/01741;B/355582000122;Grzegorz;OK;23101832;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudziadz;5180;Sztum;82-400;Baczy?skiego 1;;22.05.2023;25.05.2023;PO23/11502;B/325180000123;Micha?;OK;23101539;53,928022;19,040128;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wyszków;7693;Wladyslawowo;06-406;Ciechanowska;;;12.06.2023;PO23/12626;B/322805000123;Grzegorz;OK;23101866;54,791000;18,405000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubin;5239;Brzeg Dolny;56-120;D?bowa 1a;;30.05.2023;01.06.2023;PO23/11577;;Wiesiek;OK;23101792;51,183587;17,441907;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;3761;K?odzko;;ul. ?l?ska;Krajalnica uszkodzona;;03.06.2023;PO23/07937;B/383761000221;;OK;23101207;50,434880;16,661450;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;1614;Niepolomice;;ul. Na Tamie 7;;01.06.2023;05.06.2023;PO23/14037;B/321614000123;Irek;OK;23101821;50,033000;20,222000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sosnowiec;2971;Mys?owice;41-400;ul. Wielka Skotnica 31;;07.06.2023;12.06.2023;;;Martin;OK;23101800;50,208000;19,166000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;7400;Tarnów;33-100;ul. Lwowska 184a;;22.05.2023;29.05.2023;PO23/11989;B/317400000122;Zenek;OK;23101660;50,013810;20,986980;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;1825;Gorlice;38-300;ul. Garncarska 1;;01.06.2023;05.06.2023;PO23/11995;B/321825000123;Zenek;OK;23101850;49,655630;21,160350;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;2896;S?upsk;;Szafranka 2;;14.06.2023;16.06.2023;PO23/15751;B/322896000123;Micha?;OK;23102065;54,464000;17,028000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;3506;Konin;62-504;ul. Pilsudskiego 2;;07.06.2023;12.06.2023;PO23/12037;B/323506000123;Eltech;OK;23101901;52,223380;18,251210;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2057;Ropczyce;39-100;ul. Konarskiego 17;;07.06.2023;12.06.2023;PO23/13503;B/322057000223;Zenek;OK;23101886;50,052000;21,612000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Mszczonów;1396;Kielce;;Jeziora?skiego 71;;07.06.2023;12.06.2023;PO23/14698;B/321396000222;Andrzej;OK;23101831;50,870330;20,627520;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;7248;Kraków;30-244;ul. Mirowska;;07.06.2023;12.06.2023;PO/14698;B/321396000222;Irek;OK;23101841;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
